identificacion,corte_mes,saldo
AERG7GPQIBQXOGOHX,11/30/2023,6194285
0TTW5R9RRCJ0A9E5F,9/30/2023,2768627
YVS0D5GU52ULP7YLI,7/31/2024,3178641
7MQU99ZO49YXI2EDE,8/31/2023,686066
A4JYPUIFCGXQSH8XL,9/30/2024,2515533
4M67RWDJ0PY180OMY,5/31/2024,4521422
DLRDFJ40BGVP9H10W,3/31/2024,702687
5VVHS1PF81H0K03QN,11/30/2024,3040434
Z8WH1L99SI8KI6NIV,5/31/2024,6981271
1LFTDYT2H0I9ZG3S8,7/31/2023,562967
FQJP2PBU50DG45YX3,7/31/2023,5199864
QNCADSU9WB6X6JEXE,6/30/2023,3167407
FBMRRTAV36KC40D1Z,8/31/2024,3880620
FQJP2PBU50DG45YX3,1/31/2023,5028988
J899WRG0VOOF1WON0,1/31/2023,6407230
FA2OC6FGIMI4S37PU,9/30/2023,6296054
MGD1S17DROU71KI80,6/30/2023,3946919
RVDHIRC8T2IA2OUOW,9/30/2024,299184
DWJ0GFUKS12L7Y0G9,5/31/2023,6622448
73LDIXZVJOQFRMHNZ,6/30/2024,5984884
V2NG3GK779G8J7A0S,12/31/2024,3240430
R7Q4Z9AULIORDJQ9D,7/31/2024,125433
5P7TLU9HROJCCH8XF,2/28/2023,2310373
V4LNPTIOKCV53PIHE,11/30/2024,5503322
VNTN2FOUQHBSVRLKZ,2/28/2023,475782
IC9TR053SOF1562RK,9/30/2024,1251676
FBMRRTAV36KC40D1Z,10/31/2023,5625940
ZBRHGSC2D0501QLTX,8/31/2024,851105
IAXUMLO4Y4HXEEHHC,11/30/2023,6775413
5SKDNN35BDFYCRZ3T,5/31/2023,6458234
OCCKGZM8DIZCYX3CJ,2/29/2024,6620027
9F27PNL29KIWUI8V1,7/31/2024,2230956
9NWFWJ38XN31WBFXG,6/30/2024,1383115
OL2AN4Q8PF7T5DNJA,5/31/2024,2665185
3PS05CCLIJVJ8J2KT,7/31/2023,5919343
KUD4O3VLEGN7O0D3B,2/28/2023,2117398
9G2XZ3XNAY7J6KTJN,8/31/2024,5808647
IHBDM8XWHP0LUZ7NR,7/31/2023,373690
0TTW5R9RRCJ0A9E5F,2/29/2024,284983
MUIZHHC8NUPU3856X,3/31/2023,3284625
E0ZB60NF3G5K4VREU,8/31/2023,6964031
9DQS2WEXYFKHTNXUB,2/29/2024,702604
D7UUQ6CP4DWYGZF0Z,3/31/2024,1793847
VU97XYAGZZS7LOG4E,7/31/2023,714835
F5AUCVPQMIXFMLKNY,11/30/2024,1487804
XEVZL0LOYONKMBWZY,12/31/2024,6704855
VHX791SAUG7W7R63P,4/30/2024,2925547
LMHCV45KAJNLAV6CI,2/28/2023,955938
869YG73INQB5W1NQT,8/31/2024,1972005
OQ5Y6DD3YNNZYDOK7,8/31/2024,680880
KCLWQ204AZ5D2W8QN,3/31/2024,215820
Z4HM8TL716AK8U17L,6/30/2024,6367164
AIQASN1W6XH7O9AI8,10/31/2023,1365841
C89YVYS8RINE8LHLO,9/30/2023,1456857
4GM0V34SHZCQY338K,2/28/2023,1401335
PSRCQ6DW4S2N7175C,10/31/2023,3455658
X4YOXMSTBUXXCUOGK,12/31/2024,5554075
THJ9OBJH3W6ANRCMS,9/30/2024,4960706
RVDHIRC8T2IA2OUOW,12/31/2023,5652403
FQJP2PBU50DG45YX3,9/30/2024,6195490
VBCVVZPLR5KW0VKDX,12/31/2023,5660945
6N7C2M20A97S9IENG,7/31/2023,959935
L8NOLOQ0MHSBXLPC8,6/30/2023,3676079
6T645BU8TYM8VGXKO,12/31/2024,4990264
6O996AT92IZ9926S5,12/31/2024,5924854
DJXLPRMY5ZZMANLU6,10/31/2024,535019
PQHMTD7TS2Q7AM9C6,12/31/2024,4684176
LYQEIHF686T8C6FUH,10/31/2024,3659127
5VVHS1PF81H0K03QN,8/31/2024,1464024
6RNZ6V20ZBCHCCIPT,11/30/2023,4885360
NDN0JWDWD4PJPHKO9,4/30/2023,6174455
8JB7CPERPX344FYNY,7/31/2023,235352
SSP73CDZATG8LX9V1,7/31/2023,3675825
Z8WH1L99SI8KI6NIV,4/30/2023,3621692
U5I6FRV4Z2WTHAYXA,5/31/2024,6023369
BJ37EOP5EGMDLO3MP,12/31/2024,6261986
6N7C2M20A97S9IENG,10/31/2023,4127589
1LFTDYT2H0I9ZG3S8,1/31/2023,4182436
4GM0V34SHZCQY338K,3/31/2023,3703351
63FO2A0KBYVLDNRAA,11/30/2024,4967109
WI9LBMXJ0YIBEJ357,1/31/2024,4249148
7AQPGU50TED28A7G6,5/31/2024,3696806
VHX791SAUG7W7R63P,12/31/2024,6862526
4GM0V34SHZCQY338K,12/31/2023,6210483
FBMRRTAV36KC40D1Z,10/31/2024,1705572
6O996AT92IZ9926S5,1/31/2024,6823610
D7UUQ6CP4DWYGZF0Z,12/31/2024,97658
VU97XYAGZZS7LOG4E,5/31/2023,1302512
VEYQK2P1HT4EDEU8Z,3/31/2023,229438
F5AUCVPQMIXFMLKNY,7/31/2023,2178348
XEVZL0LOYONKMBWZY,4/30/2024,5593989
5CS7MKN5CCCZTYEH8,5/31/2023,910946
I9WWI0Z0BQBBIKN76,4/30/2024,5090723
FA2OC6FGIMI4S37PU,5/31/2024,2335822
T16X6RLA2J523LYRZ,4/30/2024,443783
7AQPGU50TED28A7G6,11/30/2024,8942
IHBDM8XWHP0LUZ7NR,6/30/2024,1427950
NYD2J0FAEI05SQVAY,4/30/2024,5351593
KCLWQ204AZ5D2W8QN,5/31/2024,53755
AIQASN1W6XH7O9AI8,8/31/2023,6364969
LATSV8PKLN0G0XSCQ,6/30/2023,1812344
YVS0D5GU52ULP7YLI,12/31/2023,4212103
3QWPW0GFU2JIA5UE4,3/31/2024,5883721
6T645BU8TYM8VGXKO,11/30/2023,715617
DLTTACGP89H6U008M,6/30/2023,4709053
SKH4GHZSBWP3QGNNK,1/31/2024,6380287
V4LNPTIOKCV53PIHE,3/31/2023,3713812
NDN0JWDWD4PJPHKO9,10/31/2023,27326
83Y10YDW1OI06N9ZM,3/31/2024,3776908
BJSA6PK9IP3QNY0GU,7/31/2024,737613
Z4HM8TL716AK8U17L,11/30/2023,4848737
R6XC1HPW2F2OYGFS2,3/31/2024,5604533
SSP73CDZATG8LX9V1,2/28/2023,2862099
Z8WH1L99SI8KI6NIV,6/30/2024,1974942
A4JYPUIFCGXQSH8XL,6/30/2023,5970250
H9QCKG6XB01NQCZO9,11/30/2024,2550687
KLRH1ZESF492S056H,5/31/2024,4196559
VU97XYAGZZS7LOG4E,1/31/2023,95421
IHBDM8XWHP0LUZ7NR,11/30/2024,2342681
9Y4LCJDQLDU43LOK4,9/30/2024,6562205
OJQZJBSXV2EELB04H,5/31/2024,5927531
869YG73INQB5W1NQT,8/31/2023,1624359
7PLLCJPG8BTDR1ND3,2/28/2023,2875262
09SYGN7IXDQV5X9IP,9/30/2023,2924176
I9WWI0Z0BQBBIKN76,11/30/2024,6672871
UOHQ6DHPAN7V486JH,9/30/2024,5620379
9NWFWJ38XN31WBFXG,9/30/2023,6405578
0TTW5R9RRCJ0A9E5F,4/30/2023,1722905
6T645BU8TYM8VGXKO,5/31/2024,3345642
U01UYM0KLQO7ZMKXL,11/30/2023,4686510
HDTGP1H5F336COXZX,10/31/2023,5081421
7MQU99ZO49YXI2EDE,2/28/2023,2517997
WLHSCECOGSRZSUK44,5/31/2024,5688279
MGD1S17DROU71KI80,4/30/2023,4724420
3PS05CCLIJVJ8J2KT,6/30/2024,5452051
V4LNPTIOKCV53PIHE,9/30/2023,4710170
UOHQ6DHPAN7V486JH,12/31/2023,6643075
FXIQJ8T0RNKU5YYZL,12/31/2024,2531489
5P7TLU9HROJCCH8XF,5/31/2023,406488
X4YOXMSTBUXXCUOGK,1/31/2023,4526843
PEYORPWSHOAUXOPB8,2/29/2024,2048900
RRS0030J6RHTUQ2RK,1/31/2024,4694235
LYQEIHF686T8C6FUH,11/30/2024,4773385
KIULTEGOP4LWPVDNF,1/31/2023,4791628
9IL03MCKH41ZX8EVC,9/30/2023,4875461
N28ZTD9G5EYTS9PZY,1/31/2023,3497457
J899WRG0VOOF1WON0,5/31/2023,5717446
AXH5M6W00RW6A1MRV,2/28/2023,3360350
HDTGP1H5F336COXZX,7/31/2024,2015388
5CS7MKN5CCCZTYEH8,7/31/2024,6696611
IGOQX9XYBSRDMOZXT,3/31/2024,3684700
63FO2A0KBYVLDNRAA,1/31/2024,5129353
VIOMZ3660T8XTY6RC,1/31/2023,6969979
JTZWA92S5243CPZDG,10/31/2023,4965921
BOWGL6ZFJ8V4E620T,4/30/2023,5722065
2XCK13Y6KY3FTUJ0T,11/30/2024,5094066
XYYJ1CS2J4N0KXRG2,8/31/2024,3383816
J899WRG0VOOF1WON0,5/31/2024,6284098
U01UYM0KLQO7ZMKXL,1/31/2023,1482248
G6R001Q73KLXUDPTV,6/30/2023,3803988
OEZ236PKMC6MBM3TB,1/31/2023,209791
VU97XYAGZZS7LOG4E,11/30/2023,886118
9IL03MCKH41ZX8EVC,10/31/2023,2830260
U5I6FRV4Z2WTHAYXA,12/31/2023,6572859
V2NG3GK779G8J7A0S,2/28/2023,3016793
OJQZJBSXV2EELB04H,4/30/2023,4212588
D7UUQ6CP4DWYGZF0Z,11/30/2024,6099562
MGD1S17DROU71KI80,12/31/2023,6856316
U01UYM0KLQO7ZMKXL,4/30/2023,2251885
C89YVYS8RINE8LHLO,5/31/2024,2608546
IGOQX9XYBSRDMOZXT,6/30/2024,4136993
83Y10YDW1OI06N9ZM,11/30/2024,5279190
MGD1S17DROU71KI80,7/31/2023,3074084
GFMBMLM8423RIAEDD,8/31/2024,2746971
AERG7GPQIBQXOGOHX,9/30/2024,6759972
E0P3U76BSR8JVOEAS,7/31/2023,4495933
6T645BU8TYM8VGXKO,1/31/2023,3383540
SKH4GHZSBWP3QGNNK,4/30/2024,4842289
X4YOXMSTBUXXCUOGK,3/31/2024,3448896
HDTGP1H5F336COXZX,8/31/2023,2543487
GTLAUQABS3K1IHWCJ,8/31/2023,3796389
4GM0V34SHZCQY338K,5/31/2024,3677291
4GM0V34SHZCQY338K,8/31/2023,3351012
Y6PZ8ICUVSNUUVGC6,11/30/2024,5622247
Y144TELK1D0Z0KLVV,9/30/2024,4940878
H9QCKG6XB01NQCZO9,12/31/2024,4171088
XT6P8GPRWDSJSYZKR,12/31/2023,3654280
XYYJ1CS2J4N0KXRG2,9/30/2023,4425127
V4LNPTIOKCV53PIHE,12/31/2024,5363289
KVXACS7SB5O59ARQP,4/30/2023,4434564
UXT0SVW2ICMQTZACJ,7/31/2023,76422
BJ37EOP5EGMDLO3MP,10/31/2024,6643879
A4LKAXWACFA995KE1,9/30/2024,1058945
FDS0N1SJL1R9K1IB4,6/30/2024,3029190
BJ37EOP5EGMDLO3MP,11/30/2024,3115380
SSP73CDZATG8LX9V1,8/31/2024,1243801
MUIZHHC8NUPU3856X,1/31/2024,5075215
BUDE132ZGBWCF5SIZ,2/29/2024,4847154
FQJP2PBU50DG45YX3,1/31/2024,6613135
VZPJAHRX89B2CPA40,5/31/2023,5720503
VU97XYAGZZS7LOG4E,11/30/2024,5021851
ITDKGZGY3D1CQ22P4,7/31/2024,4097656
869YG73INQB5W1NQT,6/30/2023,6206040
869YG73INQB5W1NQT,7/31/2024,5429996
MUIZHHC8NUPU3856X,7/31/2024,402361
XTUS49QJ4P8A8OCOB,6/30/2024,2397587
V2NG3GK779G8J7A0S,4/30/2024,361252
J899WRG0VOOF1WON0,10/31/2023,5057537
79KX9A87LHVX4DRM4,7/31/2023,1927218
5CS7MKN5CCCZTYEH8,9/30/2024,5136529
375WULANW2HVOVK5J,12/31/2024,3819605
J899WRG0VOOF1WON0,3/31/2024,2494474
4HER62QO48L3HOLG6,4/30/2024,831215
SUK8675QWKY38XUZB,8/31/2024,3626032
BQLAQGMLUN5Y6VU3U,2/28/2023,925685
SKH4GHZSBWP3QGNNK,12/31/2024,4578235
HDTGP1H5F336COXZX,5/31/2024,5069111
KVXACS7SB5O59ARQP,11/30/2024,229659
XTUS49QJ4P8A8OCOB,11/30/2023,4620430
YVS0D5GU52ULP7YLI,5/31/2024,5111397
1LFTDYT2H0I9ZG3S8,6/30/2023,776104
THJ9OBJH3W6ANRCMS,12/31/2023,1008777
R7Q4Z9AULIORDJQ9D,6/30/2024,396621
VNTN2FOUQHBSVRLKZ,11/30/2024,1108639
BUDE132ZGBWCF5SIZ,8/31/2023,3545298
79KX9A87LHVX4DRM4,6/30/2024,6410710
A4JYPUIFCGXQSH8XL,6/30/2024,4203575
ITDKGZGY3D1CQ22P4,6/30/2024,4385325
XEVZL0LOYONKMBWZY,10/31/2023,2031520
E0P3U76BSR8JVOEAS,1/31/2024,2889888
9DQS2WEXYFKHTNXUB,10/31/2023,6061183
7PLLCJPG8BTDR1ND3,12/31/2024,5590723
VNTN2FOUQHBSVRLKZ,1/31/2023,4342493
7ZQT4ZSYX2JJH3BHK,12/31/2024,5435491
L8NOLOQ0MHSBXLPC8,11/30/2024,4810315
DJXLPRMY5ZZMANLU6,7/31/2023,5821028
9F27PNL29KIWUI8V1,5/31/2024,5549656
HDTGP1H5F336COXZX,12/31/2023,6595349
K4BAGGWMVBZXC8Z0R,12/31/2024,1033273
OBPVWFPY1GIGMACGG,4/30/2024,1822218
A4LKAXWACFA995KE1,2/28/2023,4026644
THJ9OBJH3W6ANRCMS,4/30/2024,1068066
RRS0030J6RHTUQ2RK,8/31/2023,3324606
DLTTACGP89H6U008M,7/31/2024,6178900
PQHMTD7TS2Q7AM9C6,6/30/2023,5842568
4GM0V34SHZCQY338K,4/30/2023,6527413
KLRH1ZESF492S056H,10/31/2024,5029751
VNTN2FOUQHBSVRLKZ,8/31/2024,5474628
AIQASN1W6XH7O9AI8,4/30/2024,3127202
YVS0D5GU52ULP7YLI,7/31/2023,1626777
SKH4GHZSBWP3QGNNK,9/30/2023,1673862
OL2AN4Q8PF7T5DNJA,11/30/2024,1572942
AXH5M6W00RW6A1MRV,11/30/2023,1843043
BJSA6PK9IP3QNY0GU,5/31/2023,4321361
C89YVYS8RINE8LHLO,4/30/2024,6432746
VZPJAHRX89B2CPA40,1/31/2024,2893436
MHREEFELDOONUMCHP,3/31/2024,4687667
Z8WH1L99SI8KI6NIV,12/31/2023,6279422
PQHMTD7TS2Q7AM9C6,5/31/2023,1052505
4HER62QO48L3HOLG6,3/31/2024,6646748
7PLLCJPG8BTDR1ND3,3/31/2023,5413313
6T645BU8TYM8VGXKO,10/31/2023,5828356
869YG73INQB5W1NQT,1/31/2023,6713891
FGGU9EADWBBLHKHYI,10/31/2024,3237430
869YG73INQB5W1NQT,5/31/2024,509385
THJ9OBJH3W6ANRCMS,2/28/2023,3795835
YVS0D5GU52ULP7YLI,5/31/2023,2083918
73LDIXZVJOQFRMHNZ,10/31/2023,4600807
UOHQ6DHPAN7V486JH,8/31/2023,5700063
PEYORPWSHOAUXOPB8,6/30/2024,6732322
FBMRRTAV36KC40D1Z,12/31/2023,2918379
EX2GMK7UHXBM6P2OW,12/31/2023,3479071
OQ5Y6DD3YNNZYDOK7,10/31/2023,5664579
U01UYM0KLQO7ZMKXL,8/31/2023,4165738
BQLAQGMLUN5Y6VU3U,12/31/2024,3110801
51UQ4XPBN39O7QIOO,1/31/2024,4084230
UP8K03IYUM8HZ8NLC,5/31/2023,2774505
KLRH1ZESF492S056H,10/31/2023,4579139
DLRDFJ40BGVP9H10W,8/31/2024,3371094
2XCK13Y6KY3FTUJ0T,3/31/2023,4431393
IGOQX9XYBSRDMOZXT,11/30/2023,5733253
977FYO2GIYKZOIEB6,10/31/2024,5497422
PSRCQ6DW4S2N7175C,6/30/2024,6327893
LATSV8PKLN0G0XSCQ,7/31/2024,83908
AERG7GPQIBQXOGOHX,6/30/2024,4811544
V4LNPTIOKCV53PIHE,6/30/2024,4492647
OQ5Y6DD3YNNZYDOK7,7/31/2024,497562
U5I6FRV4Z2WTHAYXA,1/31/2024,2967015
SUK8675QWKY38XUZB,7/31/2023,6954830
7MQU99ZO49YXI2EDE,4/30/2023,3637834
PSRCQ6DW4S2N7175C,3/31/2023,3113119
4TL0TI5WAALM6P0AH,8/31/2024,476002
QNCADSU9WB6X6JEXE,4/30/2024,3787462
ITDKGZGY3D1CQ22P4,8/31/2024,746816
FGGU9EADWBBLHKHYI,1/31/2024,4870647
DWJ0GFUKS12L7Y0G9,7/31/2023,2076383
IGOQX9XYBSRDMOZXT,3/31/2023,3220660
A4JYPUIFCGXQSH8XL,7/31/2023,1280389
U5I6FRV4Z2WTHAYXA,4/30/2024,2323256
OCCKGZM8DIZCYX3CJ,5/31/2024,6295271
VNTN2FOUQHBSVRLKZ,2/29/2024,6284318
6N7C2M20A97S9IENG,8/31/2023,5050945
FQJP2PBU50DG45YX3,3/31/2023,796064
3QWPW0GFU2JIA5UE4,12/31/2024,5801460
BUDE132ZGBWCF5SIZ,3/31/2024,5016695
A4JYPUIFCGXQSH8XL,5/31/2024,3733752
DWJ0GFUKS12L7Y0G9,4/30/2024,5346077
BJSA6PK9IP3QNY0GU,1/31/2024,3754913
NYD2J0FAEI05SQVAY,7/31/2023,5524051
0TQ17VI65FDDKT227,8/31/2024,4549624
XRD31U4F7GM99U92O,4/30/2023,6234581
EX2GMK7UHXBM6P2OW,8/31/2023,2969467
09SYGN7IXDQV5X9IP,1/31/2024,1305249
7ZQT4ZSYX2JJH3BHK,4/30/2023,6927680
X4YOXMSTBUXXCUOGK,12/31/2023,189750
869YG73INQB5W1NQT,11/30/2023,4271418
DLRDFJ40BGVP9H10W,4/30/2024,6677810
I9WWI0Z0BQBBIKN76,8/31/2023,2897265
E0P3U76BSR8JVOEAS,5/31/2024,4198049
BQLAQGMLUN5Y6VU3U,4/30/2024,2140292
73LDIXZVJOQFRMHNZ,1/31/2023,6519696
GTLAUQABS3K1IHWCJ,11/30/2024,6356350
VBCVVZPLR5KW0VKDX,8/31/2024,3983875
5SKDNN35BDFYCRZ3T,7/31/2024,6902327
GFMBMLM8423RIAEDD,5/31/2024,4553426
MUIZHHC8NUPU3856X,11/30/2023,1057540
4HER62QO48L3HOLG6,5/31/2024,938581
THJ9OBJH3W6ANRCMS,6/30/2024,3649444
T3ZXYYXXBKASGDXYG,6/30/2023,6404347
EX2GMK7UHXBM6P2OW,8/31/2024,105877
0TQ17VI65FDDKT227,4/30/2023,3222430
Z4HM8TL716AK8U17L,2/28/2023,1055568
XT6P8GPRWDSJSYZKR,3/31/2023,6568139
V4LNPTIOKCV53PIHE,4/30/2023,941616
4M67RWDJ0PY180OMY,3/31/2023,1869150
15J0ZCH8C1O665RTF,9/30/2024,364114
6O996AT92IZ9926S5,10/31/2024,3349394
WI9LBMXJ0YIBEJ357,4/30/2023,249159
OQ5Y6DD3YNNZYDOK7,7/31/2023,6690671
NDN0JWDWD4PJPHKO9,8/31/2024,1869902
1LFTDYT2H0I9ZG3S8,9/30/2024,6521212
51UQ4XPBN39O7QIOO,2/29/2024,5905968
K2DBNBQ09G1QCCD7W,1/31/2024,307905
THJ9OBJH3W6ANRCMS,3/31/2023,5425755
OL2AN4Q8PF7T5DNJA,4/30/2023,6866824
H9QCKG6XB01NQCZO9,6/30/2023,3000073
A4LKAXWACFA995KE1,1/31/2023,1703703
FDS0N1SJL1R9K1IB4,9/30/2024,5409125
X4YOXMSTBUXXCUOGK,8/31/2023,6239092
MGD1S17DROU71KI80,10/31/2024,3688659
2XCK13Y6KY3FTUJ0T,9/30/2024,3797078
6T645BU8TYM8VGXKO,5/31/2023,5593456
VIOMZ3660T8XTY6RC,5/31/2023,5082797
WI9LBMXJ0YIBEJ357,10/31/2024,2205715
L8NOLOQ0MHSBXLPC8,7/31/2023,1804538
BUDE132ZGBWCF5SIZ,11/30/2024,6517197
KUD4O3VLEGN7O0D3B,9/30/2023,6007645
5P7TLU9HROJCCH8XF,11/30/2024,4871620
A4JYPUIFCGXQSH8XL,2/28/2023,1345617
T3ZXYYXXBKASGDXYG,10/31/2024,5489635
BOWGL6ZFJ8V4E620T,1/31/2023,843536
5CS7MKN5CCCZTYEH8,2/29/2024,6896601
1LFTDYT2H0I9ZG3S8,3/31/2023,5516625
VEYQK2P1HT4EDEU8Z,8/31/2023,6133251
YVS0D5GU52ULP7YLI,11/30/2024,371522
7PLLCJPG8BTDR1ND3,5/31/2023,6870515
XRD31U4F7GM99U92O,8/31/2023,4485959
VZPJAHRX89B2CPA40,9/30/2024,1305005
IAXUMLO4Y4HXEEHHC,3/31/2024,3114170
15J0ZCH8C1O665RTF,3/31/2024,3045614
VEYQK2P1HT4EDEU8Z,7/31/2023,116764
YVS0D5GU52ULP7YLI,6/30/2024,3447488
2XCK13Y6KY3FTUJ0T,2/29/2024,2663539
BQLAQGMLUN5Y6VU3U,11/30/2024,217864
I9WWI0Z0BQBBIKN76,12/31/2023,6356465
BQLAQGMLUN5Y6VU3U,6/30/2023,3134878
NDN0JWDWD4PJPHKO9,2/29/2024,4541795
Z4HM8TL716AK8U17L,10/31/2024,2609009
MHREEFELDOONUMCHP,9/30/2024,6926450
375WULANW2HVOVK5J,3/31/2024,1036367
XTUS49QJ4P8A8OCOB,7/31/2024,4238877
MHREEFELDOONUMCHP,6/30/2023,4992321
DWJ0GFUKS12L7Y0G9,7/31/2024,4777959
KUD4O3VLEGN7O0D3B,6/30/2023,2529858
SUK8675QWKY38XUZB,8/31/2023,2789174
GTLAUQABS3K1IHWCJ,10/31/2024,1715560
4HER62QO48L3HOLG6,10/31/2023,5061915
WI9LBMXJ0YIBEJ357,9/30/2024,838803
D0HW4TD0CUW9XJQPX,12/31/2024,919089
73LDIXZVJOQFRMHNZ,12/31/2023,1251621
KVXACS7SB5O59ARQP,3/31/2024,5587414
D7UUQ6CP4DWYGZF0Z,12/31/2023,733065
FGGU9EADWBBLHKHYI,3/31/2023,5302443
5VVHS1PF81H0K03QN,3/31/2024,1900391
AERG7GPQIBQXOGOHX,12/31/2024,5481762
A4LKAXWACFA995KE1,7/31/2024,2291158
BQLAQGMLUN5Y6VU3U,9/30/2024,1940768
DWJ0GFUKS12L7Y0G9,5/31/2024,1465006
Y9LTUSGD9M83VAB0I,12/31/2023,6215941
UP8K03IYUM8HZ8NLC,9/30/2024,6601744
1LFTDYT2H0I9ZG3S8,12/31/2023,1047423
MHREEFELDOONUMCHP,10/31/2024,6781887
OQ5Y6DD3YNNZYDOK7,9/30/2023,6580876
79KX9A87LHVX4DRM4,6/30/2023,5906458
FXIQJ8T0RNKU5YYZL,7/31/2023,434298
7PLLCJPG8BTDR1ND3,10/31/2023,3813787
DJXLPRMY5ZZMANLU6,7/31/2024,3865457
SSP73CDZATG8LX9V1,11/30/2024,4775372
6RNZ6V20ZBCHCCIPT,8/31/2024,1700223
J899WRG0VOOF1WON0,8/31/2023,2225533
A4JYPUIFCGXQSH8XL,2/29/2024,3341383
RRS0030J6RHTUQ2RK,3/31/2023,3031596
N28ZTD9G5EYTS9PZY,12/31/2024,6735993
VZPJAHRX89B2CPA40,10/31/2024,4955451
4GM0V34SHZCQY338K,11/30/2023,5699269
SKH4GHZSBWP3QGNNK,8/31/2023,4300185
K7OLAZQZTOKBXBQVR,11/30/2024,2150871
BUDE132ZGBWCF5SIZ,6/30/2024,1364536
OBPVWFPY1GIGMACGG,9/30/2023,481063
D0HW4TD0CUW9XJQPX,1/31/2023,1293485
9DQS2WEXYFKHTNXUB,11/30/2023,2510392
HDTGP1H5F336COXZX,8/31/2024,2568618
FBMRRTAV36KC40D1Z,12/31/2024,5615928
F5AUCVPQMIXFMLKNY,8/31/2023,6553133
09SYGN7IXDQV5X9IP,12/31/2024,2462142
SSP73CDZATG8LX9V1,5/31/2024,6246649
ORSVN3W6R6KI4L6K7,6/30/2024,4780493
KCLWQ204AZ5D2W8QN,12/31/2023,129606
DLTTACGP89H6U008M,8/31/2024,6337013
EX2GMK7UHXBM6P2OW,3/31/2024,4954197
SSP73CDZATG8LX9V1,3/31/2024,239288
UP8K03IYUM8HZ8NLC,1/31/2023,6042585
FGGU9EADWBBLHKHYI,8/31/2024,758327
375WULANW2HVOVK5J,1/31/2023,748054
DLRDFJ40BGVP9H10W,7/31/2023,3886500
OCCKGZM8DIZCYX3CJ,12/31/2023,3212875
VU97XYAGZZS7LOG4E,7/31/2024,326613
V4LNPTIOKCV53PIHE,11/30/2023,6067222
EX2GMK7UHXBM6P2OW,2/28/2023,970186
K2DBNBQ09G1QCCD7W,8/31/2024,367448
IAXUMLO4Y4HXEEHHC,4/30/2024,2560836
1LFTDYT2H0I9ZG3S8,4/30/2023,6753538
ITDKGZGY3D1CQ22P4,2/28/2023,4950350
2XCK13Y6KY3FTUJ0T,7/31/2023,5596105
WLHSCECOGSRZSUK44,7/31/2023,6557130
BQLAQGMLUN5Y6VU3U,5/31/2024,6387633
6O996AT92IZ9926S5,5/31/2024,5037446
6O996AT92IZ9926S5,8/31/2024,6913010
UXT0SVW2ICMQTZACJ,1/31/2023,5854684
BJ37EOP5EGMDLO3MP,4/30/2024,6217150
3PS05CCLIJVJ8J2KT,5/31/2024,374791
THJ9OBJH3W6ANRCMS,8/31/2023,161363
VHX791SAUG7W7R63P,10/31/2024,1258567
SKH4GHZSBWP3QGNNK,5/31/2023,604815
KXDUI2BQC1ZQ25O4C,3/31/2023,5623940
51UQ4XPBN39O7QIOO,7/31/2023,6176455
VBCVVZPLR5KW0VKDX,7/31/2023,2881866
KLRH1ZESF492S056H,3/31/2023,3829681
4M67RWDJ0PY180OMY,3/31/2024,896705
R7Q4Z9AULIORDJQ9D,8/31/2024,1793560
Y6PZ8ICUVSNUUVGC6,1/31/2024,2222658
A4LKAXWACFA995KE1,10/31/2023,103661
LATSV8PKLN0G0XSCQ,4/30/2024,5678194
4HER62QO48L3HOLG6,9/30/2023,4266756
EX2GMK7UHXBM6P2OW,10/31/2023,3098522
FQJP2PBU50DG45YX3,9/30/2023,6425959
T3ZXYYXXBKASGDXYG,2/29/2024,4554654
AERG7GPQIBQXOGOHX,4/30/2024,2551375
BOWGL6ZFJ8V4E620T,3/31/2024,165385
DLRDFJ40BGVP9H10W,6/30/2023,2130477
LATSV8PKLN0G0XSCQ,9/30/2023,573764
RRS0030J6RHTUQ2RK,8/31/2024,6976925
73LDIXZVJOQFRMHNZ,2/28/2023,1449761
MHREEFELDOONUMCHP,2/28/2023,5320036
V1SRV6QGJWWC8JVW0,7/31/2023,4673148
4M67RWDJ0PY180OMY,1/31/2023,6619756
KLRH1ZESF492S056H,7/31/2024,2841404
0TQ17VI65FDDKT227,6/30/2023,278791
FGGU9EADWBBLHKHYI,7/31/2024,6328167
6O996AT92IZ9926S5,3/31/2024,503983
BJ37EOP5EGMDLO3MP,12/31/2023,3537550
0TTW5R9RRCJ0A9E5F,12/31/2024,6194410
1LFTDYT2H0I9ZG3S8,11/30/2024,744521
0TQ17VI65FDDKT227,7/31/2023,3882862
JTZWA92S5243CPZDG,12/31/2023,5398095
D7UUQ6CP4DWYGZF0Z,6/30/2024,6689098
DJXLPRMY5ZZMANLU6,12/31/2024,6864289
4M67RWDJ0PY180OMY,7/31/2023,3505392
HDTGP1H5F336COXZX,3/31/2023,5827394
XTUS49QJ4P8A8OCOB,4/30/2023,4580041
I9WWI0Z0BQBBIKN76,9/30/2024,6642856
XT6P8GPRWDSJSYZKR,8/31/2023,6409552
Z4HM8TL716AK8U17L,4/30/2023,4054952
D7UUQ6CP4DWYGZF0Z,5/31/2024,4442846
KLRH1ZESF492S056H,8/31/2023,5261512
KLRH1ZESF492S056H,12/31/2023,2003414
T16X6RLA2J523LYRZ,7/31/2024,1555324
4HER62QO48L3HOLG6,11/30/2024,6697773
63FO2A0KBYVLDNRAA,4/30/2024,1630614
